caso_id,llamado_fecha_hora,llamado_provincia,llamante_edad,llamante_genero,llamante_vinculo,caso_judicializado,hecho_lugar,victima_a_resguardo,victima_edad,victima_genero,victima_nacionalidad,victima_vinculo_agresor,victima_discapacidad,victima_convive_agresor,vs_violacion_via_vaginal,vs_violacion_via_anal,vs_violacion_via_oral,vs_tentativa_violacion,vs_tocamiento_sexual,vs_intento_tocamiento,vs_Intento_violación_tercera_persona,vs_grooming,vs_exhibicionismo,vs_amenazas_verbales_contenido_sexual,vs_explotacion_sexual,vs_explotacion_sexual_comercial,vs_explotacion_sexual_viajes_turismo,vs_sospecha_trata_personas_fines_sexuales,vs_existencia_facilitador_corrupcion_nnya,vs_obligacion_sacarse_fotos_pornograficas,vs_eyaculacion_partes_cuerpo,vs_acoso_sexual,vs_iniciacion_sexual_forzada_inducida,vs_otra_forma_violencia_sexual,vs_no_sabe_no_contesta,ofv_sentimiento_amenaza,ofv_amenaza_explicita,ofv_violencia_fisica,ofv_intento_ahorcar,ofv_intento_quemar,ofv_intento_ahogar,ofv_amenaza_muerte,ofv_uso_sustancias_psicoactivas,ofv_intento_privacion_libertad,ofv_privacion_libertad,ofv_uso_arma_blanca,ofv_uso_arma_fuego,ofv_enganio_seduccion,ofv_intento_matar,ofv_uso_animal_victimizar,ofv_grooming,ofv_otra_forma_violencia,ofv_no_sabe_no_contesta,llamado_provincia_indec_id
,2019-04-14 18:25:41,Buenos Aires,36,Masculino,Familiar,NO,NS/NC,NO,12,Femenino,Argentina,Padrastro,NO,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,06
,2019-04-14 18:51:35,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Hospital,SI,Vivienda de la Víctima,SI,12,Femenino,Argentina,Otro pariente,NS/NC,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-14 20:56:31,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Comisaría,SI,Otro(Especificar en observaciones),SI,23,Femenino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,02
,2019-04-14 23:30:00,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,NS/NC,SI,NS/NC,SI,1,Masculino,Argentina,Padre,NS/NC,NS/NC,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-14 23:41:11,Buenos Aires,37,Femenino,Madre,NO,Ámbito educativo,SI,3,Femenino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,06
,2019-04-15 04:53:23,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Comisaría,SI,Redes Sociales,SI,37,Femenino,Argentina,Desconocido,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,02
,2019-04-15 07:47:37,Buenos Aires,40,Masculino,Familiar,NO,Vivienda de la Víctima,SI,8,Masculino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,06
,2019-04-15 09:12:53,Buenos Aires,Sin dato,Femenino,Madre,NO,NS/NC,SI,10,Femenino,NS/NC,"Conocido no familiar (Amigo, vecino, entre otros)",NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,06
,2019-04-15 10:51:19,Buenos Aires,27,Femenino,Víctima,NO,Vivienda de la Víctima,SI,27,Femenino,Argentina,Tío,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,06
,2019-04-15 11:34:28,Ciudad Autónoma de Buenos Aires,38,Femenino,Madre,NO,Vivienda de la Víctima,NO,3,Femenino,Argentina,Padre,SI,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-15 11:38:58,San Luis,30,Femenino,Otro conocido,NS/NS,Vivienda de la Víctima,NO,15,Femenino,Argentina,Padrastro,NO,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,74
,2019-04-15 12:36:04,Jujuy,Sin dato,Masculino,Familiar,NO,NS/NC,SI,Sin dato,Femenino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,38
,2019-04-15 12:38:01,Ciudad Autónoma de Buenos Aires,24,Femenino,Víctima,SI,Vivienda de la Víctima,SI,24,Femenino,Argentina,Padrastro,NS/NC,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-15 12:38:01,Ciudad Autónoma de Buenos Aires,24,Femenino,Víctima,SI,Vivienda de la Víctima,SI,26,Ns/Nc,Argentina,Padrastro,NS/NC,NS/NC,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-15 12:38:01,Ciudad Autónoma de Buenos Aires,24,Femenino,Víctima,SI,Vivienda de la Víctima,SI,28,Femenino,Argentina,Padrastro,NS/NC,NS/NC,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-15 12:40:23,Buenos Aires,Sin dato,Femenino,Familiar,NO,NS/NC,SI,Sin dato,Femenino,Argentina,Otro pariente,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,06
,2019-04-15 13:13:48,Ciudad Autónoma de Buenos Aires,54,Femenino,Madre,NO,Otro(Especificar en observaciones),NO,22,Masculino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-15 17:19:44,Ciudad Autónoma de Buenos Aires,30,Femenino,Otra Institución,SI,Vivienda de la Víctima,SI,14,Femenino,NS/NC,Padre,NS/NC,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-15 18:36:42,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Hospital,NO,Vivienda de la Víctima,SI,26,Femenino,Otra,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,02
,2019-04-15 22:47:03,Ciudad Autónoma de Buenos Aires,40,Masculino,Comisaría,SI,Comercio,SI,4,Femenino,Argentina,Desconocido,NS/NC,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-15 23:54:19,Ciudad Autónoma de Buenos Aires,40,Masculino,Comisaría,SI,Vivienda de la Víctima,SI,12,Femenino,Argentina,Padre,NS/NC,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-16 00:33:01,Ciudad Autónoma de Buenos Aires,40,Masculino,Comisaría,SI,Otro(Especificar en observaciones),SI,44,Femenino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-16 09:27:16,Ciudad Autónoma de Buenos Aires,Sin dato,Masculino,Comisaría,SI,Subterráneo/Tren/Colectivo,SI,31,Femenino,Argentina,Desconocido,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-16 10:28:35,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Otra Institución,SI,NS/NC,SI,24,Femenino,Argentina,Desconocido,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-16 10:46:05,Buenos Aires,Sin dato,Femenino,Otro conocido,NO,Vivienda de la Víctima,SI,9,Femenino,Argentina,Abuelo,NO,NS/NC,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,06
,2019-04-16 12:13:28,Buenos Aires,40,Femenino,Madre,NO,Otro(Especificar en observaciones),SI,3,Masculino,Argentina,Otro pariente,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,06
,2019-04-16 12:13:49,Buenos Aires,39,Femenino,Madre,NO,Vivienda del Agresor,SI,9,Femenino,Argentina,Abuelo,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,06
,2019-04-16 17:14:16,Buenos Aires,42,Femenino,Víctima,NS/NS,NS/NC,SI,42,Femenino,NS/NC,NS/NC,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,06
,2019-04-16 17:21:20,Ciudad Autónoma de Buenos Aires,25,Masculino,Comisaría,SI,Calle,SI,23,Femenino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-16 21:28:04,Buenos Aires,36,Femenino,Madre,SI,Vivienda del Agresor,SI,9,Femenino,Argentina,Abuelo,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,06
,2019-04-16 21:52:08,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Comisaría,SI,Vivienda de un familiar,SI,23,Femenino,NS/NC,Ex pareja de la víctima,NS/NC,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-16 23:40:44,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Comisaría,SI,Vivienda de la Víctima,SI,10,Femenino,Argentina,Padrastro,NO,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,02
,2019-04-17 00:30:28,Ciudad Autónoma de Buenos Aires,Sin dato,Masculino,Comisaría,SI,Ámbito educativo,SI,7,Masculino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,02
,2019-04-17 06:53:03,Buenos Aires,Sin dato,Masculino,Comisaría,SI,Vivienda de la Víctima,SI,16,Femenino,Boliviana,Padre,NO,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,06
,2019-04-17 11:47:56,Buenos Aires,Sin dato,Masculino,Otro conocido,SI,NS/NC,SI,11,Femenino,Peruana,Padrastro,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,06
,2019-04-08 17:03:20,Córdoba,38,Femenino,Otra Institución,NO,NS/NC,SI,16,Femenino,Argentina,Padre,NS/NC,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,14
,2019-04-08 17:03:45,Chaco,Sin dato,Masculino,NS/NC,NO,Vivienda del Agresor,SI,Sin dato,Masculino,Argentina,NS/NC,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,22
,2019-04-08 17:04:31,Ciudad Autónoma de Buenos Aires,Sin dato,Masculino,Comisaría,SI,Calle,SI,15,Femenino,Argentina,Desconocido,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-08 18:31:43,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Comisaría,SI,Vivienda del Agresor,SI,21,Femenino,Argentina,Desconocido,NS/NC,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-08 19:17:18,Ciudad Autónoma de Buenos Aires,30,Femenino,Otro conocido,NO,Otro(Especificar en observaciones),SI,Sin dato,Femenino,NS/NC,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-09 00:43:20,Buenos Aires,30,Femenino,Madre,SI,Vivienda del Agresor,SI,3,Femenino,Argentina,Abuela,NS/NC,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,06
,2019-04-09 03:18:37,Ciudad Autónoma de Buenos Aires,40,Masculino,Comisaría,SI,Automóvil,SI,17,Femenino,Argentina,Desconocido,NS/NC,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-09 09:04:08,Buenos Aires,Sin dato,Femenino,Otro conocido,NO,Ámbito educativo,SI,Sin dato,Femenino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,06
,2019-04-09 09:04:08,Buenos Aires,Sin dato,Femenino,Otro conocido,NO,Ámbito educativo,SI,5,Femenino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,06
,2019-04-09 09:04:08,Buenos Aires,Sin dato,Femenino,Otro conocido,NO,Ámbito educativo,SI,5,Femenino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,06
,2019-04-09 09:04:08,Buenos Aires,Sin dato,Femenino,Otro conocido,NO,Ámbito educativo,SI,5,Masculino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,06
,2019-04-09 10:37:37,Córdoba,Sin dato,Femenino,Otro conocido,NO,Vivienda de la Víctima,SI,7,Femenino,Argentina,Padre,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,14
,2019-04-09 11:12:08,Córdoba,Sin dato,Ns/Nc,NS/NC,NS/NS,NS/NC,SI,11,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,14
,2019-04-09 11:12:08,Córdoba,Sin dato,Ns/Nc,NS/NC,NS/NS,NS/NC,SI,9,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,14
,2019-04-09 11:12:08,Córdoba,Sin dato,Ns/Nc,NS/NC,NS/NS,NS/NC,SI,4,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,14
,2019-04-09 11:58:36,Santa Fé,Sin dato,Masculino,Familiar,NS/NS,Vivienda de la Víctima,SI,13,Femenino,Argentina,Tío,NS/NC,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,82
,2019-04-09 14:04:44,Santa Fé,25,Femenino,Víctima,NO,NS/NC,SI,25,Femenino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,82
,2019-04-09 14:45:55,NS/NC,16,Femenino,Víctima,NO,Redes Sociales,SI,16,Femenino,NS/NC,Desconocido,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,
,2019-04-09 15:03:25,NS/NC,18,Femenino,Víctima,NO,Redes Sociales,SI,18,Femenino,NS/NC,NS/NC,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,
,2019-04-09 16:24:36,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Comisaría,SI,Subterráneo/Tren/Colectivo,SI,31,Femenino,Argentina,Desconocido,NS/NC,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-09 17:54:51,Santa Fé,40,Femenino,Víctima,NO,Vivienda de la Víctima,SI,40,Femenino,Argentina,Tío,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,82
,2019-04-09 19:34:49,Ciudad Autónoma de Buenos Aires,Sin dato,Masculino,Comisaría,SI,Otro(Especificar en observaciones),SI,44,Femenino,Argentina,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-10 00:55:02,Ciudad Autónoma de Buenos Aires,Sin dato,Masculino,Comisaría,SI,Albergue transitorio,SI,17,Femenino,NS/NC,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,02
,2019-04-10 10:57:49,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Otro conocido,NS/NS,NS/NC,SI,Sin dato,Ns/Nc,NS/NC,NS/NC,NS/NC,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-10 11:12:00,Ciudad Autónoma de Buenos Aires,Sin dato,Femenino,Otro conocido,NO,Vivienda de la Víctima,SI,16,Femenino,Otra,"Conocido no familiar (Amigo, vecino, entre otros)",NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,02
,2019-04-10 11:13:27,Buenos Aires,Sin dato,Masculino,Padre,SI,NS/NC,SI,8,Femenino,Argentina,Tío,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,06
,2019-04-10 11:30:15,NS/NC,36,Masculino,Víctima,NS/NS,NS/NC,SI,36,Masculino,Argentina,NS/NC,NS/NC,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,
,2019-04-10 11:53:07,NS/NC,Sin dato,Femenino,Madre,SI,Redes Sociales,SI,11,Femenino,Otra,Desconocido,NS/NC,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,
